state,day,feat,value,rank.states,1,2,3,4,5
Nevada,2020-02-22,73,810,2,cure,world,made,imagine,ebola
Nevada,2020-02-22,93,555,5,#iran,thread,died,die,in 
Nevada,2020-02-23,0,574,4,because of the,online,right now .,situation,china
Nevada,2020-02-23,36,836,3,media,bullshit,information,it would be,scare
Nevada,2020-02-23,48,966,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-02-23,56,530,5,fear,no one,media,panic,a pandemic
Nevada,2020-02-23,73,893,2,cure,world,made,imagine,ebola
Nevada,2020-02-24,0,642,4,because of the,online,right now .,situation,china
Nevada,2020-02-24,36,810,3,media,bullshit,information,it would be,scare
Nevada,2020-02-24,48,917,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-02-24,56,592,5,fear,no one,media,panic,a pandemic
Nevada,2020-02-24,73,874,2,cure,world,made,imagine,ebola
Nevada,2020-02-25,0,630,4,because of the,online,right now .,situation,china
Nevada,2020-02-25,36,818,3,media,bullshit,information,it would be,scare
Nevada,2020-02-25,48,903,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-02-25,56,589,5,fear,no one,media,panic,a pandemic
Nevada,2020-02-25,73,861,2,cure,world,made,imagine,ebola
Nevada,2020-02-26,0,639,4,because of the,online,right now .,situation,china
Nevada,2020-02-26,36,867,3,media,bullshit,information,it would be,scare
Nevada,2020-02-26,48,975,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-02-26,56,588,5,fear,no one,media,panic,a pandemic
Nevada,2020-02-26,73,910,2,cure,world,made,imagine,ebola
Nevada,2020-02-27,0,681,4,because of the,online,right now .,situation,china
Nevada,2020-02-27,36,949,3,media,bullshit,information,it would be,scare
Nevada,2020-02-27,48,1042,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-02-27,56,613,5,fear,no one,media,panic,a pandemic
Nevada,2020-02-27,73,1012,2,cure,world,made,imagine,ebola
Nevada,2020-02-28,0,674,4,because of the,online,right now .,situation,china
Nevada,2020-02-28,36,848,3,media,bullshit,information,it would be,scare
Nevada,2020-02-28,48,952,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-02-28,56,562,5,fear,no one,media,panic,a pandemic
Nevada,2020-02-28,73,912,2,cure,world,made,imagine,ebola
Nevada,2020-02-29,0,575,4,because of the,online,right now .,situation,china
Nevada,2020-02-29,36,830,3,media,bullshit,information,it would be,scare
Nevada,2020-02-29,48,933,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-02-29,73,866,2,cure,world,made,imagine,ebola
Nevada,2020-02-29,93,546,5,#iran,thread,died,die,in 
Nevada,2020-03-01,0,619,4,because of the,online,right now .,situation,china
Nevada,2020-03-01,36,789,3,media,bullshit,information,it would be,scare
Nevada,2020-03-01,48,890,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-01,73,824,2,cure,world,made,imagine,ebola
Nevada,2020-03-01,93,560,5,#iran,thread,died,die,in 
Nevada,2020-03-02,0,651,4,because of the,online,right now .,situation,china
Nevada,2020-03-02,36,840,3,media,bullshit,information,it would be,scare
Nevada,2020-03-02,48,911,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-02,56,577,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-02,73,892,2,cure,world,made,imagine,ebola
Nevada,2020-03-03,0,655,4,because of the,online,right now .,situation,china
Nevada,2020-03-03,36,860,3,media,bullshit,information,it would be,scare
Nevada,2020-03-03,48,954,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-03,73,878,2,cure,world,made,imagine,ebola
Nevada,2020-03-03,93,635,5,#iran,thread,died,die,in 
Nevada,2020-03-04,0,656,5,because of the,online,right now .,situation,china
Nevada,2020-03-04,36,919,3,media,bullshit,information,it would be,scare
Nevada,2020-03-04,48,1063,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-04,73,990,2,cure,world,made,imagine,ebola
Nevada,2020-03-04,93,674,4,#iran,thread,died,die,in 
Nevada,2020-03-05,0,668,4,because of the,online,right now .,situation,china
Nevada,2020-03-05,36,893,2,media,bullshit,information,it would be,scare
Nevada,2020-03-05,48,1028,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-05,73,893,3,cure,world,made,imagine,ebola
Nevada,2020-03-05,93,611,5,#iran,thread,died,die,in 
Nevada,2020-03-06,0,684,4,because of the,online,right now .,situation,china
Nevada,2020-03-06,36,860,3,media,bullshit,information,it would be,scare
Nevada,2020-03-06,48,945,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-06,56,612,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-06,73,889,2,cure,world,made,imagine,ebola
Nevada,2020-03-07,0,629,4,because of the,online,right now .,situation,china
Nevada,2020-03-07,36,813,2,media,bullshit,information,it would be,scare
Nevada,2020-03-07,48,887,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-07,56,589,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-07,73,806,3,cure,world,made,imagine,ebola
Nevada,2020-03-08,0,592,4,because of the,online,right now .,situation,china
Nevada,2020-03-08,36,699,3,media,bullshit,information,it would be,scare
Nevada,2020-03-08,48,822,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-08,56,519,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-08,73,756,2,cure,world,made,imagine,ebola
Nevada,2020-03-09,0,680,4,because of the,online,right now .,situation,china
Nevada,2020-03-09,36,829,3,media,bullshit,information,it would be,scare
Nevada,2020-03-09,48,931,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-09,56,597,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-09,73,865,2,cure,world,made,imagine,ebola
Nevada,2020-03-10,0,745,4,because of the,online,right now .,situation,china
Nevada,2020-03-10,36,890,3,media,bullshit,information,it would be,scare
Nevada,2020-03-10,48,981,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-10,56,663,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-10,73,917,2,cure,world,made,imagine,ebola
Nevada,2020-03-11,0,702,4,because of the,online,right now .,situation,china
Nevada,2020-03-11,36,897,3,media,bullshit,information,it would be,scare
Nevada,2020-03-11,48,1033,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-11,73,967,2,cure,world,made,imagine,ebola
Nevada,2020-03-11,93,647,5,#iran,thread,died,die,in 
Nevada,2020-03-12,0,752,4,because of the,online,right now .,situation,china
Nevada,2020-03-12,36,838,3,media,bullshit,information,it would be,scare
Nevada,2020-03-12,48,965,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-12,56,621,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-12,73,916,2,cure,world,made,imagine,ebola
Nevada,2020-03-13,0,3162,4,because of the,online,right now .,situation,china
Nevada,2020-03-13,36,3450,3,media,bullshit,information,it would be,scare
Nevada,2020-03-13,48,4059,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-13,56,2658,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-13,73,3810,2,cure,world,made,imagine,ebola
Nevada,2020-03-14,0,2559,4,because of the,online,right now .,situation,china
Nevada,2020-03-14,36,2907,3,media,bullshit,information,it would be,scare
Nevada,2020-03-14,48,3189,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-14,56,2241,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-14,73,3138,2,cure,world,made,imagine,ebola
Nevada,2020-03-15,0,2433,4,because of the,online,right now .,situation,china
Nevada,2020-03-15,36,2859,3,media,bullshit,information,it would be,scare
Nevada,2020-03-15,48,3249,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-15,56,2034,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-15,73,2916,2,cure,world,made,imagine,ebola
Nevada,2020-03-16,0,3057,4,because of the,online,right now .,situation,china
Nevada,2020-03-16,36,3501,3,media,bullshit,information,it would be,scare
Nevada,2020-03-16,48,3831,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-16,56,2637,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-16,73,3636,2,cure,world,made,imagine,ebola
Nevada,2020-03-17,0,2994,4,because of the,online,right now .,situation,china
Nevada,2020-03-17,36,3354,3,media,bullshit,information,it would be,scare
Nevada,2020-03-17,48,3924,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-17,56,2346,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-17,73,3495,2,cure,world,made,imagine,ebola
Nevada,2020-03-18,0,3201,4,because of the,online,right now .,situation,china
Nevada,2020-03-18,36,3708,3,media,bullshit,information,it would be,scare
Nevada,2020-03-18,48,4245,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-18,56,2760,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-18,73,3792,2,cure,world,made,imagine,ebola
Nevada,2020-03-19,0,1733,4,because of the,online,right now .,situation,china
Nevada,2020-03-19,36,2020,3,media,bullshit,information,it would be,scare
Nevada,2020-03-19,48,2332,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-19,56,1542,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-19,73,2061,2,cure,world,made,imagine,ebola
Nevada,2020-03-20,0,992,4,because of the,online,right now .,situation,china
Nevada,2020-03-20,36,1128,3,media,bullshit,information,it would be,scare
Nevada,2020-03-20,48,1322,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-20,56,830,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-20,73,1149,2,cure,world,made,imagine,ebola
Nevada,2020-03-21,0,950,4,because of the,online,right now .,situation,china
Nevada,2020-03-21,36,1078,3,media,bullshit,information,it would be,scare
Nevada,2020-03-21,48,1260,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-21,56,772,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-21,73,1115,2,cure,world,made,imagine,ebola
Nevada,2020-03-22,0,859,4,because of the,online,right now .,situation,china
Nevada,2020-03-22,36,997,3,media,bullshit,information,it would be,scare
Nevada,2020-03-22,48,1182,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-22,56,697,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-22,73,1030,2,cure,world,made,imagine,ebola
Nevada,2020-03-23,0,991,4,because of the,online,right now .,situation,china
Nevada,2020-03-23,36,1250,3,media,bullshit,information,it would be,scare
Nevada,2020-03-23,48,1479,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-23,56,876,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-23,73,1268,2,cure,world,made,imagine,ebola
Nevada,2020-03-24,0,972,4,because of the,online,right now .,situation,china
Nevada,2020-03-24,36,1179,3,media,bullshit,information,it would be,scare
Nevada,2020-03-24,48,1384,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-24,56,903,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-24,73,1245,2,cure,world,made,imagine,ebola
Nevada,2020-03-25,0,945,4,because of the,online,right now .,situation,china
Nevada,2020-03-25,36,1092,3,media,bullshit,information,it would be,scare
Nevada,2020-03-25,48,1259,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-25,56,830,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-25,73,1140,2,cure,world,made,imagine,ebola
Nevada,2020-03-26,0,317,4,because of the,online,right now .,situation,china
Nevada,2020-03-26,36,393,3,media,bullshit,information,it would be,scare
Nevada,2020-03-26,48,465,1,trump,is a hoax,democrats,called,hoax
Nevada,2020-03-26,56,286,5,fear,no one,media,panic,a pandemic
Nevada,2020-03-26,73,409,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-01,0,54,5,because of the,online,right now .,situation,china
New Hampshire,2020-01-01,36,75,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-01,48,83,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-01,56,55,4,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-01,73,78,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-02,0,55,5,because of the,online,right now .,situation,china
New Hampshire,2020-01-02,36,72,1,media,bullshit,information,it would be,scare
New Hampshire,2020-01-02,48,70,2,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-02,73,67,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-02,93,59,4,#iran,thread,died,die,in 
New Hampshire,2020-01-03,0,79,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-03,36,80,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-03,48,99,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-03,56,79,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-03,73,94,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-04,0,65,5,because of the,online,right now .,situation,china
New Hampshire,2020-01-04,36,98,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-04,48,119,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-04,73,107,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-04,93,67,4,#iran,thread,died,die,in 
New Hampshire,2020-01-05,0,62,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-05,36,88,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-05,48,94,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-05,73,89,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-05,93,60,5,#iran,thread,died,die,in 
New Hampshire,2020-01-06,0,77,2,because of the,online,right now .,situation,china
New Hampshire,2020-01-06,36,63,5,media,bullshit,information,it would be,scare
New Hampshire,2020-01-06,48,86,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-06,56,74,3,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-06,73,67,4,cure,world,made,imagine,ebola
New Hampshire,2020-01-07,0,65,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-07,36,87,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-07,48,93,2,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-07,56,64,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-07,73,96,1,cure,world,made,imagine,ebola
New Hampshire,2020-01-08,0,67,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-08,48,90,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-08,56,66,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-08,73,68,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-08,93,73,2,#iran,thread,died,die,in 
New Hampshire,2020-01-09,0,75,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-09,36,102,2,media,bullshit,information,it would be,scare
New Hampshire,2020-01-09,48,112,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-09,56,66,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-09,73,99,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-10,0,58,5,because of the,online,right now .,situation,china
New Hampshire,2020-01-10,36,69,2,media,bullshit,information,it would be,scare
New Hampshire,2020-01-10,48,88,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-10,56,59,4,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-10,73,66,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-11,0,61,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-11,36,82,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-11,48,86,2,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-11,56,56,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-11,73,89,1,cure,world,made,imagine,ebola
New Hampshire,2020-01-12,0,64,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-12,36,96,1,media,bullshit,information,it would be,scare
New Hampshire,2020-01-12,48,95,2,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-12,56,61,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-12,73,92,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-13,0,57,5,because of the,online,right now .,situation,china
New Hampshire,2020-01-13,36,83,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-13,48,105,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-13,56,59,4,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-13,73,90,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-14,0,45,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-14,36,65,1,media,bullshit,information,it would be,scare
New Hampshire,2020-01-14,48,64,3,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-14,56,40,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-14,73,65,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-15,0,23,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-15,36,30,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-15,48,37,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-15,56,20,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-15,73,32,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-16,0,70,5,because of the,online,right now .,situation,china
New Hampshire,2020-01-16,36,100,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-16,48,119,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-16,73,106,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-16,93,80,4,#iran,thread,died,die,in 
New Hampshire,2020-01-17,0,69,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-17,36,81,2,media,bullshit,information,it would be,scare
New Hampshire,2020-01-17,48,86,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-17,56,57,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-17,73,78,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-18,0,54,5,because of the,online,right now .,situation,china
New Hampshire,2020-01-18,36,85,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-18,48,99,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-18,73,92,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-18,93,65,4,#iran,thread,died,die,in 
New Hampshire,2020-01-19,0,68,1,because of the,online,right now .,situation,china
New Hampshire,2020-01-19,36,56,4,media,bullshit,information,it would be,scare
New Hampshire,2020-01-19,48,56,5,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-19,56,68,2,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-19,73,57,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-20,0,77,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-20,36,82,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-20,48,90,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-20,56,71,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-20,73,86,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-21,0,81,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-21,36,85,2,media,bullshit,information,it would be,scare
New Hampshire,2020-01-21,48,101,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-21,56,71,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-21,73,84,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-22,0,70,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-22,36,97,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-22,48,112,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-22,56,63,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-22,73,101,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-23,0,67,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-23,36,81,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-23,48,94,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-23,73,87,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-23,93,61,5,#iran,thread,died,die,in 
New Hampshire,2020-01-24,36,75,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-24,48,102,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-24,56,64,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-24,73,80,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-24,93,66,4,#iran,thread,died,die,in 
New Hampshire,2020-01-25,0,66,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-25,36,70,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-25,48,86,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-25,56,62,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-25,73,77,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-26,0,65,5,because of the,online,right now .,situation,china
New Hampshire,2020-01-26,36,97,2,media,bullshit,information,it would be,scare
New Hampshire,2020-01-26,48,116,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-26,73,91,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-26,93,79,4,#iran,thread,died,die,in 
New Hampshire,2020-01-27,0,75,5,because of the,online,right now .,situation,china
New Hampshire,2020-01-27,36,99,3,media,bullshit,information,it would be,scare
New Hampshire,2020-01-27,48,120,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-27,73,106,2,cure,world,made,imagine,ebola
New Hampshire,2020-01-27,93,82,4,#iran,thread,died,die,in 
New Hampshire,2020-01-28,0,65,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-28,36,71,2,media,bullshit,information,it would be,scare
New Hampshire,2020-01-28,48,86,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-28,56,61,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-28,73,71,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-29,0,101,2,because of the,online,right now .,situation,china
New Hampshire,2020-01-29,36,93,4,media,bullshit,information,it would be,scare
New Hampshire,2020-01-29,48,107,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-29,56,99,3,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-29,73,92,5,cure,world,made,imagine,ebola
New Hampshire,2020-01-30,0,80,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-30,36,104,2,media,bullshit,information,it would be,scare
New Hampshire,2020-01-30,48,122,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-30,56,73,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-30,73,102,3,cure,world,made,imagine,ebola
New Hampshire,2020-01-31,0,84,4,because of the,online,right now .,situation,china
New Hampshire,2020-01-31,36,89,2,media,bullshit,information,it would be,scare
New Hampshire,2020-01-31,48,106,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-01-31,56,82,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-01-31,73,86,3,cure,world,made,imagine,ebola
New Hampshire,2020-02-01,0,58,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-01,36,86,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-01,48,117,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-01,73,96,2,cure,world,made,imagine,ebola
New Hampshire,2020-02-01,93,56,5,#iran,thread,died,die,in 
New Hampshire,2020-02-02,0,45,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-02,36,63,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-02,48,71,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-02,73,66,2,cure,world,made,imagine,ebola
New Hampshire,2020-02-02,93,43,5,#iran,thread,died,die,in 
New Hampshire,2020-02-03,0,82,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-03,36,96,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-03,48,102,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-03,73,100,2,cure,world,made,imagine,ebola
New Hampshire,2020-02-03,93,79,5,#iran,thread,died,die,in 
New Hampshire,2020-02-04,0,76,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-04,36,90,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-04,48,123,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-04,56,75,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-04,73,94,2,cure,world,made,imagine,ebola
New Hampshire,2020-02-05,0,104,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-05,36,143,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-05,48,196,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-05,56,94,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-05,73,148,2,cure,world,made,imagine,ebola
New Hampshire,2020-02-06,0,79,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-06,36,97,2,media,bullshit,information,it would be,scare
New Hampshire,2020-02-06,48,110,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-06,56,69,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-06,73,96,3,cure,world,made,imagine,ebola
New Hampshire,2020-02-07,0,68,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-07,36,104,2,media,bullshit,information,it would be,scare
New Hampshire,2020-02-07,48,116,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-07,56,67,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-07,73,102,3,cure,world,made,imagine,ebola
New Hampshire,2020-02-08,0,78,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-08,36,94,2,media,bullshit,information,it would be,scare
New Hampshire,2020-02-08,48,114,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-08,56,73,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-08,73,94,3,cure,world,made,imagine,ebola
New Hampshire,2020-02-09,0,82,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-09,36,88,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-09,48,118,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-09,56,76,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-09,73,93,2,cure,world,made,imagine,ebola
New Hampshire,2020-02-10,0,82,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-10,36,96,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-10,48,114,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-10,56,76,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-10,73,101,2,cure,world,made,imagine,ebola
New Hampshire,2020-02-11,0,90,5,because of the,online,right now .,situation,china
New Hampshire,2020-02-11,36,106,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-11,48,136,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-11,73,114,2,cure,world,made,imagine,ebola
New Hampshire,2020-02-11,93,92,4,#iran,thread,died,die,in 
New Hampshire,2020-02-12,0,77,4,because of the,online,right now .,situation,china
New Hampshire,2020-02-12,36,87,2,media,bullshit,information,it would be,scare
New Hampshire,2020-02-12,48,110,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-12,56,74,5,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-12,73,87,3,cure,world,made,imagine,ebola
New Hampshire,2020-02-13,0,76,5,because of the,online,right now .,situation,china
New Hampshire,2020-02-13,36,87,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-13,48,104,1,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-13,56,79,4,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-13,73,93,2,cure,world,made,imagine,ebola
New Hampshire,2020-02-14,0,63,5,because of the,online,right now .,situation,china
New Hampshire,2020-02-14,36,85,3,media,bullshit,information,it would be,scare
New Hampshire,2020-02-14,48,89,2,trump,is a hoax,democrats,called,hoax
New Hampshire,2020-02-14,56,65,4,fear,no one,media,panic,a pandemic
New Hampshire,2020-02-14,73,92,1,cure,world,made,imagine,ebola
New Hampshire,2020-02-15,36,73,3,media,bullshit,information,it would be,scare
