state,day,feat,value,rank.states,1,2,3,4,5
Iowa,2020-02-19,73,237,2,cure,world,made,imagine,ebola
Iowa,2020-02-20,0,256,4,because of the,online,right now .,situation,china
Iowa,2020-02-20,36,325,3,media,bullshit,information,it would be,scare
Iowa,2020-02-20,48,363,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-20,56,230,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-20,73,351,2,cure,world,made,imagine,ebola
Iowa,2020-02-21,0,195,4,because of the,online,right now .,situation,china
Iowa,2020-02-21,36,241,3,media,bullshit,information,it would be,scare
Iowa,2020-02-21,48,282,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-21,56,175,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-21,73,255,2,cure,world,made,imagine,ebola
Iowa,2020-02-22,0,162,4,because of the,online,right now .,situation,china
Iowa,2020-02-22,36,210,3,media,bullshit,information,it would be,scare
Iowa,2020-02-22,48,238,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-22,56,145,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-22,73,223,2,cure,world,made,imagine,ebola
Iowa,2020-02-23,0,168,5,because of the,online,right now .,situation,china
Iowa,2020-02-23,36,207,3,media,bullshit,information,it would be,scare
Iowa,2020-02-23,48,259,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-23,73,217,2,cure,world,made,imagine,ebola
Iowa,2020-02-23,93,171,4,#iran,thread,died,die,in 
Iowa,2020-02-24,0,191,5,because of the,online,right now .,situation,china
Iowa,2020-02-24,36,252,3,media,bullshit,information,it would be,scare
Iowa,2020-02-24,48,288,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-24,73,257,2,cure,world,made,imagine,ebola
Iowa,2020-02-24,93,192,4,#iran,thread,died,die,in 
Iowa,2020-02-25,0,259,4,because of the,online,right now .,situation,china
Iowa,2020-02-25,36,325,3,media,bullshit,information,it would be,scare
Iowa,2020-02-25,48,365,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-25,56,236,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-25,73,337,2,cure,world,made,imagine,ebola
Iowa,2020-02-26,0,229,4,because of the,online,right now .,situation,china
Iowa,2020-02-26,36,304,3,media,bullshit,information,it would be,scare
Iowa,2020-02-26,48,362,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-26,56,211,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-26,73,334,2,cure,world,made,imagine,ebola
Iowa,2020-02-27,0,218,4,because of the,online,right now .,situation,china
Iowa,2020-02-27,36,249,3,media,bullshit,information,it would be,scare
Iowa,2020-02-27,48,293,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-27,56,193,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-27,73,266,2,cure,world,made,imagine,ebola
Iowa,2020-02-28,0,231,4,because of the,online,right now .,situation,china
Iowa,2020-02-28,36,268,3,media,bullshit,information,it would be,scare
Iowa,2020-02-28,48,337,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-28,56,190,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-28,73,300,2,cure,world,made,imagine,ebola
Iowa,2020-02-29,0,143,5,because of the,online,right now .,situation,china
Iowa,2020-02-29,36,267,3,media,bullshit,information,it would be,scare
Iowa,2020-02-29,48,324,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-29,73,279,2,cure,world,made,imagine,ebola
Iowa,2020-02-29,93,149,4,#iran,thread,died,die,in 
Iowa,2020-03-01,0,197,4,because of the,online,right now .,situation,china
Iowa,2020-03-01,36,265,3,media,bullshit,information,it would be,scare
Iowa,2020-03-01,48,323,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-01,73,286,2,cure,world,made,imagine,ebola
Iowa,2020-03-01,93,196,5,#iran,thread,died,die,in 
Iowa,2020-03-02,0,207,4,because of the,online,right now .,situation,china
Iowa,2020-03-02,36,264,3,media,bullshit,information,it would be,scare
Iowa,2020-03-02,48,308,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-02,73,292,2,cure,world,made,imagine,ebola
Iowa,2020-03-02,93,185,5,#iran,thread,died,die,in 
Iowa,2020-03-03,0,247,4,because of the,online,right now .,situation,china
Iowa,2020-03-03,36,274,3,media,bullshit,information,it would be,scare
Iowa,2020-03-03,48,308,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-03,56,240,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-03,73,299,2,cure,world,made,imagine,ebola
Iowa,2020-03-04,0,197,5,because of the,online,right now .,situation,china
Iowa,2020-03-04,36,304,3,media,bullshit,information,it would be,scare
Iowa,2020-03-04,48,344,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-04,73,306,2,cure,world,made,imagine,ebola
Iowa,2020-03-04,93,220,4,#iran,thread,died,die,in 
Iowa,2020-03-05,0,251,4,because of the,online,right now .,situation,china
Iowa,2020-03-05,36,283,3,media,bullshit,information,it would be,scare
Iowa,2020-03-05,48,335,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-05,56,219,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-05,73,298,2,cure,world,made,imagine,ebola
Iowa,2020-03-06,0,221,4,because of the,online,right now .,situation,china
Iowa,2020-03-06,36,243,3,media,bullshit,information,it would be,scare
Iowa,2020-03-06,48,258,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-06,56,201,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-06,73,252,2,cure,world,made,imagine,ebola
Iowa,2020-03-07,0,203,4,because of the,online,right now .,situation,china
Iowa,2020-03-07,36,262,3,media,bullshit,information,it would be,scare
Iowa,2020-03-07,48,308,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-07,56,184,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-07,73,267,2,cure,world,made,imagine,ebola
Iowa,2020-03-08,0,189,4,because of the,online,right now .,situation,china
Iowa,2020-03-08,36,226,3,media,bullshit,information,it would be,scare
Iowa,2020-03-08,48,270,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-08,56,178,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-08,73,246,2,cure,world,made,imagine,ebola
Iowa,2020-03-09,0,229,4,because of the,online,right now .,situation,china
Iowa,2020-03-09,36,271,3,media,bullshit,information,it would be,scare
Iowa,2020-03-09,48,304,2,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-09,56,225,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-09,73,312,1,cure,world,made,imagine,ebola
Iowa,2020-03-10,0,246,4,because of the,online,right now .,situation,china
Iowa,2020-03-10,36,254,3,media,bullshit,information,it would be,scare
Iowa,2020-03-10,48,283,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-10,56,221,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-10,73,282,2,cure,world,made,imagine,ebola
Iowa,2020-03-11,0,283,4,because of the,online,right now .,situation,china
Iowa,2020-03-11,36,330,3,media,bullshit,information,it would be,scare
Iowa,2020-03-11,48,375,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-11,56,253,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-11,73,355,2,cure,world,made,imagine,ebola
Iowa,2020-03-12,0,260,4,because of the,online,right now .,situation,china
Iowa,2020-03-12,36,332,3,media,bullshit,information,it would be,scare
Iowa,2020-03-12,48,370,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-12,73,356,2,cure,world,made,imagine,ebola
Iowa,2020-03-12,93,216,5,#iran,thread,died,die,in 
Iowa,2020-03-13,0,906,4,because of the,online,right now .,situation,china
Iowa,2020-03-13,36,1128,3,media,bullshit,information,it would be,scare
Iowa,2020-03-13,48,1317,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-13,56,858,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-13,73,1146,2,cure,world,made,imagine,ebola
Iowa,2020-03-14,0,801,4,because of the,online,right now .,situation,china
Iowa,2020-03-14,36,852,3,media,bullshit,information,it would be,scare
Iowa,2020-03-14,48,891,2,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-14,56,702,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-14,73,915,1,cure,world,made,imagine,ebola
Iowa,2020-03-15,0,795,4,because of the,online,right now .,situation,china
Iowa,2020-03-15,36,864,3,media,bullshit,information,it would be,scare
Iowa,2020-03-15,48,921,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-15,56,684,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-15,73,885,2,cure,world,made,imagine,ebola
Iowa,2020-03-16,0,1107,4,because of the,online,right now .,situation,china
Iowa,2020-03-16,36,1122,3,media,bullshit,information,it would be,scare
Iowa,2020-03-16,48,1239,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-16,56,945,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-16,73,1185,2,cure,world,made,imagine,ebola
Iowa,2020-03-17,0,1068,4,because of the,online,right now .,situation,china
Iowa,2020-03-17,36,1086,3,media,bullshit,information,it would be,scare
Iowa,2020-03-17,48,1209,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-17,56,816,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-17,73,1137,2,cure,world,made,imagine,ebola
Iowa,2020-03-18,0,1002,4,because of the,online,right now .,situation,china
Iowa,2020-03-18,36,1188,3,media,bullshit,information,it would be,scare
Iowa,2020-03-18,48,1323,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-18,56,879,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-18,73,1218,2,cure,world,made,imagine,ebola
Iowa,2020-03-19,0,555,4,because of the,online,right now .,situation,china
Iowa,2020-03-19,36,578,3,media,bullshit,information,it would be,scare
Iowa,2020-03-19,48,698,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-19,56,512,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-19,73,594,2,cure,world,made,imagine,ebola
Iowa,2020-03-20,0,292,2,because of the,online,right now .,situation,china
Iowa,2020-03-20,36,290,3,media,bullshit,information,it would be,scare
Iowa,2020-03-20,48,346,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-20,56,240,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-20,73,280,4,cure,world,made,imagine,ebola
Iowa,2020-03-21,0,276,4,because of the,online,right now .,situation,china
Iowa,2020-03-21,36,333,2,media,bullshit,information,it would be,scare
Iowa,2020-03-21,48,377,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-21,56,247,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-21,73,329,3,cure,world,made,imagine,ebola
Iowa,2020-03-22,0,281,4,because of the,online,right now .,situation,china
Iowa,2020-03-22,36,365,3,media,bullshit,information,it would be,scare
Iowa,2020-03-22,48,404,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-22,56,237,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-22,73,379,2,cure,world,made,imagine,ebola
Iowa,2020-03-23,0,321,4,because of the,online,right now .,situation,china
Iowa,2020-03-23,36,378,2,media,bullshit,information,it would be,scare
Iowa,2020-03-23,48,437,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-23,56,289,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-23,73,355,3,cure,world,made,imagine,ebola
Iowa,2020-03-24,0,337,4,because of the,online,right now .,situation,china
Iowa,2020-03-24,36,404,2,media,bullshit,information,it would be,scare
Iowa,2020-03-24,48,467,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-24,56,291,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-24,73,403,3,cure,world,made,imagine,ebola
Iowa,2020-03-25,0,328,4,because of the,online,right now .,situation,china
Iowa,2020-03-25,36,336,3,media,bullshit,information,it would be,scare
Iowa,2020-03-25,48,407,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-25,56,302,5,fear,no one,media,panic,a pandemic
Iowa,2020-03-25,73,357,2,cure,world,made,imagine,ebola
Iowa,2020-03-26,0,87,5,because of the,online,right now .,situation,china
Iowa,2020-03-26,36,115,3,media,bullshit,information,it would be,scare
Iowa,2020-03-26,48,128,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-03-26,56,89,4,fear,no one,media,panic,a pandemic
Iowa,2020-03-26,73,124,2,cure,world,made,imagine,ebola
Kansas,2020-01-01,0,199,4,because of the,online,right now .,situation,china
Kansas,2020-01-01,36,225,3,media,bullshit,information,it would be,scare
Kansas,2020-01-01,48,270,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-01,56,187,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-01,73,248,2,cure,world,made,imagine,ebola
Kansas,2020-01-02,0,185,5,because of the,online,right now .,situation,china
Kansas,2020-01-02,36,210,2,media,bullshit,information,it would be,scare
Kansas,2020-01-02,48,237,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-02,73,204,3,cure,world,made,imagine,ebola
Kansas,2020-01-02,93,193,4,#iran,thread,died,die,in 
Kansas,2020-01-03,0,238,5,because of the,online,right now .,situation,china
Kansas,2020-01-03,36,265,4,media,bullshit,information,it would be,scare
Kansas,2020-01-03,48,318,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-03,56,269,3,fear,no one,media,panic,a pandemic
Kansas,2020-01-03,73,312,2,cure,world,made,imagine,ebola
Kansas,2020-01-04,0,177,4,because of the,online,right now .,situation,china
Kansas,2020-01-04,36,269,3,media,bullshit,information,it would be,scare
Kansas,2020-01-04,48,290,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-04,73,278,2,cure,world,made,imagine,ebola
Kansas,2020-01-04,93,166,5,#iran,thread,died,die,in 
Kansas,2020-01-05,0,217,4,because of the,online,right now .,situation,china
Kansas,2020-01-05,36,275,3,media,bullshit,information,it would be,scare
Kansas,2020-01-05,48,315,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-05,56,199,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-05,73,285,2,cure,world,made,imagine,ebola
Kansas,2020-01-06,0,198,4,because of the,online,right now .,situation,china
Kansas,2020-01-06,36,257,3,media,bullshit,information,it would be,scare
Kansas,2020-01-06,48,308,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-06,56,187,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-06,73,267,2,cure,world,made,imagine,ebola
Kansas,2020-01-07,0,238,4,because of the,online,right now .,situation,china
Kansas,2020-01-07,36,263,3,media,bullshit,information,it would be,scare
Kansas,2020-01-07,48,282,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-07,56,225,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-07,73,264,2,cure,world,made,imagine,ebola
Kansas,2020-01-08,0,259,4,because of the,online,right now .,situation,china
Kansas,2020-01-08,36,322,2,media,bullshit,information,it would be,scare
Kansas,2020-01-08,48,388,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-08,56,249,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-08,73,304,3,cure,world,made,imagine,ebola
Kansas,2020-01-09,0,191,4,because of the,online,right now .,situation,china
Kansas,2020-01-09,36,276,3,media,bullshit,information,it would be,scare
Kansas,2020-01-09,48,320,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-09,56,180,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-09,73,304,2,cure,world,made,imagine,ebola
Kansas,2020-01-10,0,219,4,because of the,online,right now .,situation,china
Kansas,2020-01-10,36,277,3,media,bullshit,information,it would be,scare
Kansas,2020-01-10,48,320,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-10,56,198,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-10,73,287,2,cure,world,made,imagine,ebola
Kansas,2020-01-11,0,189,4,because of the,online,right now .,situation,china
Kansas,2020-01-11,36,220,3,media,bullshit,information,it would be,scare
Kansas,2020-01-11,48,267,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-11,56,183,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-11,73,246,2,cure,world,made,imagine,ebola
Kansas,2020-01-12,0,226,4,because of the,online,right now .,situation,china
Kansas,2020-01-12,36,251,3,media,bullshit,information,it would be,scare
Kansas,2020-01-12,48,285,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-12,56,217,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-12,73,267,2,cure,world,made,imagine,ebola
Kansas,2020-01-13,0,211,4,because of the,online,right now .,situation,china
Kansas,2020-01-13,36,285,3,media,bullshit,information,it would be,scare
Kansas,2020-01-13,48,301,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-13,56,203,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-13,73,291,2,cure,world,made,imagine,ebola
Kansas,2020-01-14,0,176,4,because of the,online,right now .,situation,china
Kansas,2020-01-14,36,250,1,media,bullshit,information,it would be,scare
Kansas,2020-01-14,48,250,2,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-14,56,175,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-14,73,250,3,cure,world,made,imagine,ebola
Kansas,2020-01-15,0,76,5,because of the,online,right now .,situation,china
Kansas,2020-01-15,36,99,2,media,bullshit,information,it would be,scare
Kansas,2020-01-15,48,108,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-15,56,79,4,fear,no one,media,panic,a pandemic
Kansas,2020-01-15,73,98,3,cure,world,made,imagine,ebola
Kansas,2020-01-16,0,237,4,because of the,online,right now .,situation,china
Kansas,2020-01-16,36,297,2,media,bullshit,information,it would be,scare
Kansas,2020-01-16,48,327,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-16,56,215,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-16,73,290,3,cure,world,made,imagine,ebola
Kansas,2020-01-17,0,213,4,because of the,online,right now .,situation,china
Kansas,2020-01-17,36,234,3,media,bullshit,information,it would be,scare
Kansas,2020-01-17,48,275,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-17,56,190,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-17,73,249,2,cure,world,made,imagine,ebola
Kansas,2020-01-18,0,184,4,because of the,online,right now .,situation,china
Kansas,2020-01-18,36,245,3,media,bullshit,information,it would be,scare
Kansas,2020-01-18,48,273,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-18,56,159,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-18,73,247,2,cure,world,made,imagine,ebola
Kansas,2020-01-19,0,196,4,because of the,online,right now .,situation,china
Kansas,2020-01-19,36,303,3,media,bullshit,information,it would be,scare
Kansas,2020-01-19,48,333,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-19,73,305,2,cure,world,made,imagine,ebola
Kansas,2020-01-19,93,193,5,#iran,thread,died,die,in 
Kansas,2020-01-20,0,217,5,because of the,online,right now .,situation,china
Kansas,2020-01-20,36,301,3,media,bullshit,information,it would be,scare
Kansas,2020-01-20,48,327,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-20,73,316,2,cure,world,made,imagine,ebola
Kansas,2020-01-20,93,236,4,#iran,thread,died,die,in 
Kansas,2020-01-21,0,237,4,because of the,online,right now .,situation,china
Kansas,2020-01-21,36,278,3,media,bullshit,information,it would be,scare
Kansas,2020-01-21,48,318,1,trump,is a hoax,democrats,called,hoax
Kansas,2020-01-21,56,215,5,fear,no one,media,panic,a pandemic
Kansas,2020-01-21,73,307,2,cure,world,made,imagine,ebola
